,año,mes,cod_depto,cod_muni,destino,area,Time
0,2005,01,13,1,1,910,2005-01-28
1,2005,01,13,1,5,60,2005-01-28
2,2005,01,13,1,6,496,2005-01-28
3,2005,01,13,1,7,169,2005-01-28
4,2005,01,13,1,11,304,2005-01-28
5,2005,2,13,1,1,833,2005-2-28
6,2005,2,13,1,4,11298,2005-2-28
7,2005,2,13,1,5,72,2005-2-28
8,2005,2,13,1,6,776,2005-2-28
9,2005,2,13,1,7,1896,2005-2-28
10,2005,3,13,1,1,1786,2005-3-28
11,2005,3,13,1,4,2026,2005-3-28
12,2005,3,13,1,5,1124,2005-3-28
13,2005,3,13,1,6,9269,2005-3-28
14,2005,3,13,1,7,356,2005-3-28
15,2005,3,13,1,10,250,2005-3-28
16,2005,4,13,1,1,21052,2005-4-28
17,2005,4,13,1,4,5174,2005-4-28
18,2005,4,13,1,5,6668,2005-4-28
19,2005,4,13,1,8,1639,2005-4-28
20,2005,5,13,1,1,4008,2005-5-28
21,2005,5,13,1,3,194,2005-5-28
22,2005,5,13,1,4,242,2005-5-28
23,2005,5,13,1,5,105,2005-5-28
24,2005,6,13,1,1,41471,2005-6-28
25,2005,6,13,1,2,99,2005-6-28
26,2005,6,13,1,3,94,2005-6-28
27,2005,6,13,1,4,1762,2005-6-28
28,2005,6,13,1,5,1767,2005-6-28
29,2005,6,13,1,6,1043,2005-6-28
30,2005,6,13,1,7,4396,2005-6-28
31,2005,6,13,1,11,4060,2005-6-28
32,2005,7,13,1,1,6154,2005-7-28
33,2005,7,13,1,2,453,2005-7-28
34,2005,7,13,1,4,1734,2005-7-28
35,2005,7,13,1,5,5042,2005-7-28
36,2005,8,13,1,1,2273,2005-8-28
37,2005,8,13,1,3,11653,2005-8-28
38,2005,8,13,1,4,1261,2005-8-28
39,2005,8,13,1,5,1254,2005-8-28
40,2005,9,13,1,1,7006,2005-9-28
41,2005,9,13,1,2,876,2005-9-28
42,2005,9,13,1,4,1777,2005-9-28
43,2005,9,13,1,5,1755,2005-9-28
44,2005,9,13,1,7,4900,2005-9-28
45,2005,9,13,1,10,257,2005-9-28
46,2005,10,13,1,1,12725,2005-10-28
47,2005,10,13,1,5,21241,2005-10-28
48,2005,10,13,1,6,3511,2005-10-28
49,2005,10,13,1,10,267,2005-10-28
50,2005,11,13,1,1,22358,2005-11-28
51,2005,11,13,1,2,852,2005-11-28
52,2005,11,13,1,5,2086,2005-11-28
53,2005,11,13,1,7,10322,2005-11-28
54,2005,11,13,1,8,659,2005-11-28
55,2005,11,13,1,10,504,2005-11-28
56,2005,12,13,1,1,8838,2005-12-28
57,2005,12,13,1,4,774,2005-12-28
58,2005,12,13,1,5,503,2005-12-28
59,2005,12,13,1,8,548,2005-12-28
60,2006,01,13,1,1,28288,2006-01-28
61,2006,01,13,1,5,573,2006-01-28
62,2006,01,13,1,7,9110,2006-01-28
63,2006,2,13,1,1,30295,2006-2-28
64,2006,2,13,1,4,701,2006-2-28
65,2006,2,13,1,5,13597,2006-2-28
66,2006,2,13,1,6,1870,2006-2-28
67,2006,2,13,1,9,1131,2006-2-28
68,2006,2,13,1,10,269,2006-2-28
69,2006,3,13,1,1,26901,2006-3-28
70,2006,3,13,1,4,1107,2006-3-28
71,2006,3,13,1,5,5223,2006-3-28
72,2006,3,13,1,8,1804,2006-3-28
73,2006,4,13,1,1,1102,2006-4-28
74,2006,4,13,1,3,367,2006-4-28
75,2006,4,13,1,5,1182,2006-4-28
76,2006,4,13,1,6,3400,2006-4-28
77,2006,5,13,1,1,4286,2006-5-28
78,2006,5,13,1,3,838,2006-5-28
79,2006,5,13,1,4,2994,2006-5-28
80,2006,5,13,1,5,3067,2006-5-28
81,2006,5,13,1,8,1033,2006-5-28
82,2006,5,13,1,10,164,2006-5-28
83,2006,5,13,1,11,151,2006-5-28
84,2006,5,13,1,12,292,2006-5-28
85,2006,6,13,1,1,19202,2006-6-28
86,2006,6,13,1,4,2568,2006-6-28
87,2006,6,13,1,7,264,2006-6-28
88,2006,6,13,1,10,210,2006-6-28
89,2006,7,13,1,1,35145,2006-7-28
90,2006,7,13,1,5,130,2006-7-28
91,2006,7,13,1,8,10774,2006-7-28
92,2006,8,13,1,1,13438,2006-8-28
93,2006,8,13,1,2,273,2006-8-28
94,2006,8,13,1,3,285,2006-8-28
95,2006,8,13,1,5,612,2006-8-28
96,2006,8,13,1,9,5274,2006-8-28
97,2006,9,13,1,1,56783,2006-9-28
98,2006,9,13,1,5,1318,2006-9-28
99,2006,9,13,1,7,252,2006-9-28
100,2006,9,13,1,10,685,2006-9-28
101,2006,10,13,1,1,18429,2006-10-28
102,2006,10,13,1,3,110,2006-10-28
103,2006,10,13,1,4,716,2006-10-28
104,2006,10,13,1,5,31,2006-10-28
105,2006,10,13,1,6,1883,2006-10-28
106,2006,11,13,1,1,5886,2006-11-28
107,2006,11,13,1,3,99,2006-11-28
108,2006,11,13,1,5,48210,2006-11-28
109,2006,11,13,1,7,2008,2006-11-28
110,2006,11,13,1,8,8499,2006-11-28
111,2006,12,13,1,1,37184,2006-12-28
112,2006,12,13,1,5,2018,2006-12-28
113,2007,01,13,1,1,3618,2007-01-28
114,2007,01,13,1,3,254,2007-01-28
115,2007,01,13,1,5,927,2007-01-28
116,2007,01,13,1,6,3359,2007-01-28
117,2007,01,13,1,7,292,2007-01-28
118,2007,01,13,1,8,450,2007-01-28
119,2007,2,13,1,1,64946,2007-2-28
120,2007,2,13,1,3,362,2007-2-28
121,2007,2,13,1,4,5238,2007-2-28
122,2007,2,13,1,5,19185,2007-2-28
123,2007,3,13,1,1,87847,2007-3-28
124,2007,3,13,1,4,2485,2007-3-28
125,2007,3,13,1,7,11707,2007-3-28
126,2007,4,13,1,1,8492,2007-4-28
127,2007,4,13,1,3,188,2007-4-28
128,2007,5,13,1,1,6301,2007-5-28
129,2007,5,13,1,2,1724,2007-5-28
130,2007,5,13,1,4,1278,2007-5-28
131,2007,5,13,1,5,835,2007-5-28
132,2007,5,13,1,6,760,2007-5-28
133,2007,6,13,1,1,122813,2007-6-28
134,2007,6,13,1,2,553,2007-6-28
135,2007,6,13,1,5,6132,2007-6-28
136,2007,6,13,1,7,312,2007-6-28
137,2007,6,13,1,10,1263,2007-6-28
138,2007,7,13,1,1,24560,2007-7-28
139,2007,7,13,1,2,39108,2007-7-28
140,2007,7,13,1,3,1672,2007-7-28
141,2007,7,13,1,4,5647,2007-7-28
142,2007,7,13,1,5,42,2007-7-28
143,2007,7,13,1,6,400,2007-7-28
144,2007,7,13,1,7,2040,2007-7-28
145,2007,7,13,1,11,350,2007-7-28
146,2007,8,13,1,1,27508,2007-8-28
147,2007,8,13,1,4,12852,2007-8-28
148,2007,8,13,1,5,15650,2007-8-28
149,2007,8,13,1,9,112,2007-8-28
150,2007,9,13,1,1,18107,2007-9-28
151,2007,9,13,1,3,241,2007-9-28
152,2007,9,13,1,4,5211,2007-9-28
153,2007,9,13,1,5,184,2007-9-28
154,2007,9,13,1,6,27410,2007-9-28
155,2007,10,13,1,1,48300,2007-10-28
156,2007,10,13,1,2,18343,2007-10-28
157,2007,10,13,1,4,3270,2007-10-28
158,2007,10,13,1,5,765,2007-10-28
159,2007,10,13,1,11,807,2007-10-28
160,2007,11,13,1,1,3562,2007-11-28
161,2007,11,13,1,5,1013,2007-11-28
162,2007,12,13,1,1,7483,2007-12-28
163,2007,12,13,1,4,2449,2007-12-28
164,2007,12,13,1,5,1986,2007-12-28
165,2008,01,13,1,1,106723,2008-01-28
166,2008,01,13,1,4,2713,2008-01-28
167,2008,01,13,1,5,1622,2008-01-28
168,2008,01,13,1,6,3300,2008-01-28
169,2008,2,13,1,1,38275,2008-2-28
170,2008,2,13,1,4,1570,2008-2-28
171,2008,2,13,1,5,3651,2008-2-28
172,2008,2,13,1,6,3967,2008-2-28
173,2008,3,13,1,1,43619,2008-3-28
174,2008,3,13,1,3,7280,2008-3-28
175,2008,3,13,1,4,1285,2008-3-28
176,2008,3,13,1,5,641,2008-3-28
177,2008,3,13,1,6,8500,2008-3-28
178,2008,3,13,1,7,391,2008-3-28
179,2008,4,13,1,1,16290,2008-4-28
180,2008,4,13,1,2,507,2008-4-28
181,2008,4,13,1,4,5668,2008-4-28
182,2008,4,13,1,5,58,2008-4-28
183,2008,4,13,1,6,8621,2008-4-28
184,2008,5,13,1,1,8955,2008-5-28
185,2008,5,13,1,2,486,2008-5-28
186,2008,5,13,1,5,531,2008-5-28
187,2008,5,13,1,7,1512,2008-5-28
188,2008,6,13,1,1,12158,2008-6-28
189,2008,6,13,1,5,550,2008-6-28
190,2008,6,13,1,12,21,2008-6-28
191,2008,7,13,1,1,65367,2008-7-28
192,2008,7,13,1,3,572,2008-7-28
193,2008,7,13,1,4,5720,2008-7-28
194,2008,7,13,1,5,26760,2008-7-28
195,2008,7,13,1,6,2583,2008-7-28
196,2008,7,13,1,7,600,2008-7-28
197,2008,8,13,1,1,15973,2008-8-28
198,2008,8,13,1,2,994,2008-8-28
199,2008,8,13,1,4,343,2008-8-28
200,2008,8,13,1,5,2105,2008-8-28
201,2008,8,13,1,12,273,2008-8-28
202,2008,9,13,1,1,28385,2008-9-28
203,2008,9,13,1,3,400,2008-9-28
204,2008,9,13,1,4,8755,2008-9-28
205,2008,9,13,1,5,4905,2008-9-28
206,2008,9,13,1,6,29859,2008-9-28
207,2008,10,13,1,1,11011,2008-10-28
208,2008,10,13,1,4,10624,2008-10-28
209,2008,10,13,1,5,15672,2008-10-28
210,2008,10,13,1,6,1140,2008-10-28
211,2008,10,13,1,7,5606,2008-10-28
212,2008,10,13,1,8,897,2008-10-28
213,2008,10,13,1,12,855,2008-10-28
214,2008,11,13,1,1,4830,2008-11-28
215,2008,11,13,1,4,568,2008-11-28
216,2008,12,13,1,1,1745,2008-12-28
217,2008,12,13,1,3,182,2008-12-28
218,2008,12,13,1,4,4171,2008-12-28
219,2008,12,13,1,5,64,2008-12-28
220,2008,12,13,1,6,99973,2008-12-28
221,2008,12,13,1,8,1734,2008-12-28
222,2008,12,13,1,10,973,2008-12-28
223,2009,01,13,1,1,3849,2009-01-28
224,2009,01,13,1,3,391,2009-01-28
225,2009,01,13,1,5,149,2009-01-28
226,2009,01,13,1,6,24576,2009-01-28
227,2009,2,13,1,1,36793,2009-2-28
228,2009,2,13,1,2,200,2009-2-28
229,2009,2,13,1,4,20215,2009-2-28
230,2009,3,13,1,1,2059,2009-3-28
231,2009,3,13,1,2,1074,2009-3-28
232,2009,3,13,1,3,119,2009-3-28
233,2009,3,13,1,5,2387,2009-3-28
234,2009,3,13,1,8,258,2009-3-28
235,2009,4,13,1,1,3182,2009-4-28
236,2009,4,13,1,3,260,2009-4-28
237,2009,4,13,1,5,5003,2009-4-28
238,2009,4,13,1,8,895,2009-4-28
239,2009,5,13,1,1,12477,2009-5-28
240,2009,5,13,1,2,1450,2009-5-28
241,2009,5,13,1,4,6792,2009-5-28
242,2009,5,13,1,5,262,2009-5-28
243,2009,5,13,1,8,5665,2009-5-28
244,2009,5,13,1,9,207,2009-5-28
245,2009,6,13,1,1,2015,2009-6-28
246,2009,6,13,1,4,7589,2009-6-28
247,2009,6,13,1,5,21192,2009-6-28
248,2009,6,13,1,6,18543,2009-6-28
249,2009,6,13,1,7,1984,2009-6-28
250,2009,6,13,1,9,494,2009-6-28
251,2009,6,13,1,11,685,2009-6-28
252,2009,7,13,1,1,1257,2009-7-28
253,2009,7,13,1,3,223,2009-7-28
254,2009,7,13,1,4,1922,2009-7-28
255,2009,7,13,1,5,619,2009-7-28
256,2009,7,13,1,8,2018,2009-7-28
257,2009,8,13,1,1,56832,2009-8-28
258,2009,8,13,1,4,7432,2009-8-28
259,2009,8,13,1,5,542,2009-8-28
260,2009,8,13,1,11,604,2009-8-28
261,2009,9,13,1,1,1827,2009-9-28
262,2009,9,13,1,3,1047,2009-9-28
263,2009,9,13,1,4,4500,2009-9-28
264,2009,9,13,1,5,761,2009-9-28
265,2009,9,13,1,7,14564,2009-9-28
266,2009,9,13,1,8,1323,2009-9-28
267,2009,10,13,1,1,12499,2009-10-28
268,2009,10,13,1,2,75,2009-10-28
269,2009,10,13,1,4,18750,2009-10-28
270,2009,10,13,1,5,82,2009-10-28
271,2009,10,13,1,7,56,2009-10-28
272,2009,10,13,1,8,282,2009-10-28
273,2009,10,13,1,11,25832,2009-10-28
274,2009,11,13,1,1,3829,2009-11-28
275,2009,12,13,1,1,4597,2009-12-28
276,2009,12,13,1,4,7197,2009-12-28
277,2009,12,13,1,5,307,2009-12-28
278,2010,01,13,1,1,12605,2010-01-28
279,2010,01,13,1,3,251,2010-01-28
280,2010,01,13,1,4,1939,2010-01-28
281,2010,01,13,1,5,581,2010-01-28
282,2010,01,13,1,7,25341,2010-01-28
283,2010,01,13,1,11,891,2010-01-28
284,2010,2,13,1,1,5156,2010-2-28
285,2010,2,13,1,2,3876,2010-2-28
286,2010,2,13,1,3,61,2010-2-28
287,2010,2,13,1,4,13182,2010-2-28
288,2010,2,13,1,5,741,2010-2-28
289,2010,2,13,1,6,5973,2010-2-28
290,2010,2,13,1,7,4049,2010-2-28
291,2010,2,13,1,8,5907,2010-2-28
292,2010,2,13,1,12,445,2010-2-28
293,2010,3,13,1,1,15190,2010-3-28
294,2010,3,13,1,2,6950,2010-3-28
295,2010,3,13,1,3,362,2010-3-28
296,2010,3,13,1,4,3245,2010-3-28
297,2010,3,13,1,5,3689,2010-3-28
298,2010,3,13,1,7,7122,2010-3-28
299,2010,4,13,1,1,21015,2010-4-28
300,2010,4,13,1,3,108,2010-4-28
301,2010,4,13,1,4,11781,2010-4-28
302,2010,4,13,1,5,200,2010-4-28
303,2010,5,13,1,1,2290,2010-5-28
304,2010,5,13,1,3,282,2010-5-28
305,2010,5,13,1,4,3331,2010-5-28
306,2010,5,13,1,5,225,2010-5-28
307,2010,5,13,1,6,13906,2010-5-28
308,2010,5,13,1,7,466,2010-5-28
309,2010,5,13,1,9,674,2010-5-28
310,2010,6,13,1,1,16750,2010-6-28
311,2010,6,13,1,3,812,2010-6-28
312,2010,6,13,1,4,969,2010-6-28
313,2010,6,13,1,5,3692,2010-6-28
314,2010,6,13,1,9,897,2010-6-28
315,2010,6,13,1,10,217,2010-6-28
316,2010,6,13,1,11,657,2010-6-28
317,2010,7,13,1,1,10873,2010-7-28
318,2010,7,13,1,3,20177,2010-7-28
319,2010,7,13,1,5,2483,2010-7-28
320,2010,8,13,1,1,8989,2010-8-28
321,2010,8,13,1,4,2558,2010-8-28
322,2010,8,13,1,5,1381,2010-8-28
323,2010,8,13,1,6,4611,2010-8-28
324,2010,8,13,1,8,4984,2010-8-28
325,2010,9,13,1,1,4085,2010-9-28
326,2010,9,13,1,3,419,2010-9-28
327,2010,9,13,1,4,1846,2010-9-28
328,2010,9,13,1,5,6370,2010-9-28
329,2010,9,13,1,6,4093,2010-9-28
330,2010,9,13,1,7,9634,2010-9-28
331,2010,9,13,1,8,1055,2010-9-28
332,2010,9,13,1,10,219,2010-9-28
333,2010,10,13,1,1,2303,2010-10-28
334,2010,10,13,1,2,1881,2010-10-28
335,2010,10,13,1,4,12053,2010-10-28
336,2010,10,13,1,5,3421,2010-10-28
337,2010,10,13,1,7,1646,2010-10-28
338,2010,11,13,1,1,1799,2010-11-28
339,2010,11,13,1,3,14,2010-11-28
340,2010,11,13,1,4,1382,2010-11-28
341,2010,11,13,1,5,2281,2010-11-28
342,2010,11,13,1,6,10355,2010-11-28
343,2010,11,13,1,7,1134,2010-11-28
344,2010,11,13,1,9,79,2010-11-28
345,2010,12,13,1,1,13208,2010-12-28
346,2010,12,13,1,3,201,2010-12-28
347,2010,12,13,1,4,1479,2010-12-28
348,2010,12,13,1,5,656,2010-12-28
349,2010,12,13,1,6,4266,2010-12-28
350,2010,12,13,1,7,636,2010-12-28
351,2010,12,13,1,8,35,2010-12-28
352,2011,01,13,1,1,10069,2011-01-28
353,2011,01,13,1,3,2316,2011-01-28
354,2011,01,13,1,4,1215,2011-01-28
355,2011,01,13,1,5,2179,2011-01-28
356,2011,01,13,1,6,5007,2011-01-28
357,2011,2,13,1,1,26567,2011-2-28
358,2011,2,13,1,3,272,2011-2-28
359,2011,2,13,1,4,77,2011-2-28
360,2011,2,13,1,5,103,2011-2-28
361,2011,2,13,1,6,12037,2011-2-28
362,2011,3,13,1,1,23337,2011-3-28
363,2011,3,13,1,3,1071,2011-3-28
364,2011,3,13,1,4,4489,2011-3-28
365,2011,3,13,1,5,707,2011-3-28
366,2011,3,13,1,6,56880,2011-3-28
367,2011,3,13,1,8,935,2011-3-28
368,2011,3,13,1,12,643,2011-3-28
369,2011,4,13,1,1,27184,2011-4-28
370,2011,4,13,1,2,3078,2011-4-28
371,2011,4,13,1,4,3522,2011-4-28
372,2011,4,13,1,5,26527,2011-4-28
373,2011,5,13,1,1,4614,2011-5-28
374,2011,5,13,1,4,13189,2011-5-28
375,2011,5,13,1,5,1043,2011-5-28
376,2011,5,13,1,6,687,2011-5-28
377,2011,5,13,1,7,640,2011-5-28
378,2011,5,13,1,8,981,2011-5-28
379,2011,6,13,1,1,4240,2011-6-28
380,2011,6,13,1,4,1215,2011-6-28
381,2011,6,13,1,5,59,2011-6-28
382,2011,6,13,1,7,6300,2011-6-28
383,2011,7,13,1,1,23429,2011-7-28
384,2011,7,13,1,3,21,2011-7-28
385,2011,7,13,1,5,3841,2011-7-28
386,2011,7,13,1,6,7938,2011-7-28
387,2011,7,13,1,8,8070,2011-7-28
388,2011,7,13,1,10,170,2011-7-28
389,2011,7,13,1,11,2584,2011-7-28
390,2011,8,13,1,1,5300,2011-8-28
391,2011,8,13,1,2,703,2011-8-28
392,2011,8,13,1,3,99,2011-8-28
393,2011,8,13,1,4,2209,2011-8-28
394,2011,8,13,1,5,2764,2011-8-28
395,2011,9,13,1,1,5192,2011-9-28
396,2011,9,13,1,2,7170,2011-9-28
397,2011,9,13,1,3,3151,2011-9-28
398,2011,9,13,1,4,322,2011-9-28
399,2011,9,13,1,5,42210,2011-9-28
400,2011,9,13,1,6,7595,2011-9-28
401,2011,9,13,1,8,108,2011-9-28
402,2011,10,13,1,1,18615,2011-10-28
403,2011,10,13,1,4,27913,2011-10-28
404,2011,10,13,1,5,65,2011-10-28
405,2011,10,13,1,6,7015,2011-10-28
406,2011,10,13,1,11,60,2011-10-28
407,2011,11,13,1,1,27219,2011-11-28
408,2011,11,13,1,3,582,2011-11-28
409,2011,11,13,1,4,1151,2011-11-28
410,2011,11,13,1,5,128,2011-11-28
411,2011,11,13,1,6,4334,2011-11-28
412,2011,11,13,1,8,263,2011-11-28
413,2011,11,13,1,9,1496,2011-11-28
414,2011,12,13,1,1,2886,2011-12-28
415,2011,12,13,1,3,178,2011-12-28
416,2011,12,13,1,4,970,2011-12-28
417,2011,12,13,1,5,10704,2011-12-28
418,2011,12,13,1,7,834,2011-12-28
419,2012,01,13,1,1,33309,2012-01-28
420,2012,01,13,1,2,6069,2012-01-28
421,2012,01,13,1,4,5957,2012-01-28
422,2012,01,13,1,5,32731,2012-01-28
423,2012,01,13,1,6,2717,2012-01-28
424,2012,2,13,1,1,36116,2012-2-28
425,2012,2,13,1,3,665,2012-2-28
426,2012,2,13,1,4,13741,2012-2-28
427,2012,2,13,1,5,3988,2012-2-28
428,2012,2,13,1,8,2666,2012-2-28
429,2012,3,13,1,1,2682,2012-3-28
430,2012,3,13,1,4,5793,2012-3-28
431,2012,3,13,1,5,2432,2012-3-28
432,2012,3,13,1,6,12395,2012-3-28
433,2012,3,13,1,8,1624,2012-3-28
434,2012,3,13,1,10,4511,2012-3-28
435,2012,4,13,1,1,31196,2012-4-28
436,2012,4,13,1,2,4728,2012-4-28
437,2012,4,13,1,3,5685,2012-4-28
438,2012,4,13,1,4,27817,2012-4-28
439,2012,4,13,1,5,987,2012-4-28
440,2012,4,13,1,7,815,2012-4-28
441,2012,5,13,1,1,8287,2012-5-28
442,2012,5,13,1,3,188,2012-5-28
443,2012,5,13,1,4,10004,2012-5-28
444,2012,5,13,1,5,1749,2012-5-28
445,2012,5,13,1,8,442,2012-5-28
446,2012,5,13,1,11,107,2012-5-28
447,2012,6,13,1,1,8290,2012-6-28
448,2012,6,13,1,2,1024,2012-6-28
449,2012,6,13,1,3,1572,2012-6-28
450,2012,6,13,1,4,10110,2012-6-28
451,2012,6,13,1,5,2061,2012-6-28
452,2012,6,13,1,6,56401,2012-6-28
453,2012,6,13,1,7,8349,2012-6-28
454,2012,6,13,1,9,725,2012-6-28
455,2012,6,13,1,10,1657,2012-6-28
456,2012,7,13,1,1,45293,2012-7-28
457,2012,7,13,1,3,7974,2012-7-28
458,2012,7,13,1,5,29055,2012-7-28
459,2012,7,13,1,6,4241,2012-7-28
460,2012,7,13,1,8,1778,2012-7-28
461,2012,8,13,1,1,1727,2012-8-28
462,2012,8,13,1,3,1017,2012-8-28
463,2012,8,13,1,4,2261,2012-8-28
464,2012,8,13,1,5,1405,2012-8-28
465,2012,8,13,1,6,2600,2012-8-28
466,2012,9,13,1,1,51702,2012-9-28
467,2012,9,13,1,2,250,2012-9-28
468,2012,9,13,1,4,2701,2012-9-28
469,2012,9,13,1,5,3090,2012-9-28
470,2012,9,13,1,6,2152,2012-9-28
471,2012,10,13,1,1,10270,2012-10-28
472,2012,10,13,1,2,2848,2012-10-28
473,2012,10,13,1,3,742,2012-10-28
474,2012,10,13,1,4,2770,2012-10-28
475,2012,10,13,1,5,2125,2012-10-28
476,2012,10,13,1,6,14927,2012-10-28
477,2012,10,13,1,7,960,2012-10-28
